Term,TermMasterID,TermID_dnu,Term_dnu,Path,TableID,ThesXrefTypeID,ThesXrefTableID,TermID3,PrimaryCNID,TermMasterID5,TermMasterID6
near Wiluna,1558989,2041415,near Wiluna,"near Wiluna, Wiluna, Western Australia, Australia, Oceana",108,20,346,2041415,1558989,1558989,1
Long Pit,1558990,2041416,Long Pit,"Long Pit, East Broughton, Beauce, Quebec, Canada, North America",108,20,346,2041416,1558990,1558990,1
Nochalik Island,1558991,2041417,Nochalik Island,"Nochalik Island, Labrador, Newfoundland, Canada, North America",108,20,346,2041417,1558991,1558991,1
S of Nukasusutok Island,1558992,2041418,S of Nukasusutok Island,"S of Nukasusutok Island, Nochalik Island, Labrador, Newfoundland, Canada, North America",108,20,346,2041418,1558992,1558992,1
"Minas da Panasqueira, Beira Baixa",1558993,2041419,"Minas da Panasqueira, Beira Baixa","Minas da Panasqueira, Beira Baixa, Panasqueira, Fundao, Castelo Branco, Portugal, Europe",108,20,346,2041419,1558993,1558993,1
East Chihuahua,1558994,2041420,East Chihuahua,"East Chihuahua, Chihuahua, Mexico, North America",108,20,346,2041420,1558994,1558994,1
Cleator Moor,1558995,2041421,Cleator Moor,"Cleator Moor, Cumbria, England, United Kingdom, Europe",108,20,346,2041421,1558995,1558995,1
Manto de Tres Gracias Mine,1558997,2041423,Manto de Tres Gracias Mine,"Manto de Tres Gracias Mine, Diego de Almagro, Atacama, Chile, South America",108,20,346,2041423,1558997,1558997,1
Wolfsberg,1558998,2041424,Wolfsberg,"Wolfsberg, Harz Mountains, Germany, Europe",108,20,346,2041424,1558998,1558998,1
Tripuny,1559000,2041426,Tripuny,"Tripuny, OURO PRATO, Minas Gerais, Brazil, South America",108,20,346,2041426,1559000,1559000,1
Toms Quarry,1559001,2041427,Toms Quarry,"Toms Quarry, Kapunda, South Australia, Australia, Oceana",108,20,346,2041427,1559001,1559001,1
Birm,1559002,2041428,Birm,"Birm, Switzerland, Europe",108,20,346,2041428,1559002,1559002,1
Denison Twp.,1559003,2041429,Denison Twp.,"Denison Twp., Frood Mine, Sudbury, Sudbury, Ontario, Canada, North America",108,20,346,2041429,1559003,1559003,1
Takashima,1559006,2041432,Takashima,"Takashima, Karatsu City, Saga, Japan, Asia",108,20,346,2041432,1559006,1559006,1
Colony Mine,1559007,2041433,Colony Mine,"Colony Mine, Alstead, Cheshire Co., New Hampshire, USA, North America",108,20,346,2041433,1559007,1559007,1
Dealu Crucii Mine,1559009,2041435,Dealu Crucii Mine,"Dealu Crucii Mine, Baia Mare, Maramures, Crisana - Maramures, Romania, Europe",108,20,346,2041435,1559009,1559009,1
Ono-gun,1559015,2041441,Ono-gun,"Ono-gun, Kurauchi-obira Mine, Ogata, Ono, Oita, Japan, Asia",108,20,346,2041441,1559015,1559015,1
Petersbach Mine,1559017,2041443,Petersbach Mine,"Petersbach Mine, Eichelhardt, Rhineland-Palatinate, Germany, Europe",108,20,346,2041443,1559017,1559017,1
St. Niklaus,1559019,2041445,St. Niklaus,"St. Niklaus, VISP, Valais, Switzerland, Europe",108,20,346,2041445,1559019,1559019,1
Grizzly Bear Mine,1559020,2041446,Grizzly Bear Mine,"Grizzly Bear Mine, Goldfield, Esmeralda, Nevada, USA, North America",108,20,346,2041446,1559020,1559020,1
Santa Fiora,1559021,2041447,Santa Fiora,"Santa Fiora, Tuscany, Italy, Europe",108,20,346,2041447,1559021,1559021,1
Gard,1559023,2041449,Gard,"Gard, Languedoc-Roussillon, France, Europe",108,20,346,2041449,1559023,1559023,1
Saint-Laurent-le-Minier,1559024,2041450,Saint-Laurent-le-Minier,"Saint-Laurent-le-Minier, Gard, Languedoc-Roussillon, France, Europe",108,20,346,2041450,1559024,1559024,1
Des Maline mine,1559025,2041451,Des Maline mine,"Des Maline mine, Saint-Laurent-le-Minier, Gard, Languedoc-Roussillon, France, Europe",108,20,346,2041451,1559025,1559025,1
Hale Creek,1559027,2041453,Hale Creek,"Hale Creek, May Fork, Trinity Co., California, USA, North America",108,20,346,2041453,1559027,1559027,1
Vostland,1559030,2041456,Vostland,"Vostland, STRENBERG, BERGEN, Saxony, Germany, Europe",108,20,346,2041456,1559030,1559030,1
Sapinero Occurrence,1559032,2041458,Sapinero Occurrence,"Sapinero Occurrence, Gunnison Co., Colorado, USA, North America",108,20,346,2041458,1559032,1559032,1
Takaka Hill,1559033,2041459,Takaka Hill,"Takaka Hill, South Island, New Zealand, Oceana",108,20,346,2041459,1559033,1559033,1
Trotter Dump,1559034,2041460,Trotter Dump,"Trotter Dump, Franklin, Sussex Co., New Jersey, USA, North America",108,20,346,2041460,1559034,1559034,1
Allamore,1559035,2041461,Allamore,"Allamore, Texas, USA, North America",108,20,346,2041461,1559035,1559035,1
from side cut opened 1979-80,1559036,2041462,from side cut opened 1979-80,"from side cut opened 1979-80, Chandler Mine, Raymond, Rockingham, New Hampshire, USA, North America",108,20,346,2041462,1559036,1559036,1
Gold Coin Mine,1559037,2041463,Gold Coin Mine,"Gold Coin Mine, Victor, Cripple Creek Dist., Teller Co., Colorado, USA, North America",108,20,346,2041463,1559037,1559037,1
Otting Ries,1559038,2041464,Otting Ries,"Otting Ries, Germany, Europe",108,20,346,2041464,1559038,1559038,1
Cove Creek Mines,1559039,2041465,Cove Creek Mines,"Cove Creek Mines, Utah, USA, North America",108,20,346,2041465,1559039,1559039,1
Tortolita Mts,1559040,2041466,Tortolita Mts,"Tortolita Mts, Pima Co., Arizona, USA, North America",108,20,346,2041466,1559040,1559040,1
Yediyou 5 Mi S Of Bangalore,1559043,2041469,Yediyou 5 Mi S Of Bangalore,"Yediyou 5 Mi S Of Bangalore, Yediyou, Bangalore, India, Asia",108,20,346,2041469,1559043,1559043,1
S of Cape Brewster,1559044,2041470,S of Cape Brewster,"S of Cape Brewster, Greenland, Europe",108,20,346,2041470,1559044,1559044,1
Florence Mine,1559045,2041471,Florence Mine,"Florence Mine, Egremont, Cumbria, England, United Kingdom, Europe",108,20,346,2041471,1559045,1559045,1
Reichenbach,1559046,2041472,Reichenbach,"Reichenbach, Germany, Europe",108,20,346,2041472,1559046,1559046,1
Manhattan Mine,1559047,2041473,Manhattan Mine,"Manhattan Mine, Knoxville, Knoxville District, Napa Co., California, USA, North America",108,20,346,2041473,1559047,1559047,1
Higher Pitts Farm,1559049,2041475,Higher Pitts Farm,"Higher Pitts Farm, MENDIP, Somerset, England, United Kingdom, Europe",108,20,346,2041475,1559049,1559049,1
Baia Mare,1559050,2041476,Baia Mare,"Baia Mare, Chiuzbaia, Maramures, Crisana - Maramures, Romania, Europe",108,20,346,2041476,1559050,1559050,1
Tamminen Mine,1559051,2041477,Tamminen Mine,"Tamminen Mine, Buckfield, Oxford Co., Maine, USA, North America",108,20,346,2041477,1559051,1559051,1
Val Giuv,1559052,2041478,Val Giuv,"Val Giuv, GRISONS, Switzerland, Europe",108,20,346,2041478,1559052,1559052,1
Silverado Canyon,1559053,2041479,Silverado Canyon,"Silverado Canyon, South Sister, Patterson District, Sweetwater Mtns., Mono Co., California, USA, North America",108,20,346,2041479,1559053,1559053,1
Valachov Hill,1559055,2041481,Valachov Hill,"Valachov Hill, RAKOVNIK, Czech Republic, Europe",108,20,346,2041481,1559055,1559055,1
Sabugal,1559056,2041482,Sabugal,"Sabugal, Guarda, Portugal, Europe",108,20,346,2041482,1559056,1559056,1
Quarta Feira Mine,1559057,2041483,Quarta Feira Mine,"Quarta Feira Mine, Sabugal, Guarda, Portugal, Europe",108,20,346,2041483,1559057,1559057,1
North Guilford,1559058,2041484,North Guilford,"North Guilford, Guilford, New Haven Co., Connecticut, USA, North America",108,20,346,2041484,1559058,1559058,1
Homestake Mine,1559059,2041485,Homestake Mine,"Homestake Mine, Ambrosia Lake, Grants Dist., McKinley Co., New Mexico, USA, North America",108,20,346,2041485,1559059,1559059,1
Minersville,1559060,2041486,Minersville,"Minersville, Essex Co., New Jersey, USA, North America",108,20,346,2041486,1559060,1559060,1
Slate Mtn.,1559061,2041487,Slate Mtn.,"Slate Mtn., Slate Mountain District, Slate Mtns., El Dorado Co., California, USA, North America",108,20,346,2041487,1559061,1559061,1
Playter Mine,1559062,2041488,Playter Mine,"Playter Mine, Springfield, Sullivan, New Hampshire, USA, North America",108,20,346,2041488,1559062,1559062,1
Iron Mtn.,1559064,2041490,Iron Mtn.,"Iron Mtn., Bartlett, Carroll Co., New Hampshire, USA, North America",108,20,346,2041490,1559064,1559064,1
Trinity River East Fork,1559065,2041491,Trinity River East Fork,"Trinity River East Fork, Trinity Lake, Trinity Mtns., Klamath Mtns., Trinity Co., California, USA, North America",108,20,346,2041491,1559065,1559065,1
Silver Miller Mine,1559068,2041494,Silver Miller Mine,"Silver Miller Mine, COLEMAN, TIMISKAMING DIST, Ontario, Canada, North America",108,20,346,2041494,1559068,1559068,1
Veneables Valley,1559070,2041496,Veneables Valley,"Veneables Valley, Basque, British Columbia, Canada, North America",108,20,346,2041496,1559070,1559070,1
El Criollo,1559072,2041498,El Criollo,"El Criollo, Tanti, Cordoba, Argentina, South America",108,20,346,2041498,1559072,1559072,1
Indiana/Arizona Mine,1559074,2041500,Indiana/Arizona Mine,"Indiana/Arizona Mine, Indiana-Arizona Mine group (Carbonate group), Waterman Mts, Pima Co., Arizona, USA, North America",108,20,346,2041500,1559074,1559074,1
Beira Baixa,1559075,2041501,Beira Baixa,"Beira Baixa, Panasqueira, Fundao, Castelo Branco, Portugal, Europe",108,20,346,2041501,1559075,1559075,1
Vermillion Mine,1559077,2041503,Vermillion Mine,"Vermillion Mine, Sudbury, Ontario, Canada, North America",108,20,346,2041503,1559077,1559077,1
Valleranse,1559078,2041504,Valleranse,"Valleranse, Italy, Europe",108,20,346,2041504,1559078,1559078,1
Wardwell Quarry,1559079,2041505,Wardwell Quarry,"Wardwell Quarry, Albany, Oxford Co., Maine, USA, North America",108,20,346,2041505,1559079,1559079,1
Modum,1559080,2041506,Modum,"Modum, Snarum, Modum, Buskerud, Norway, Europe",108,20,346,2041506,1559080,1559080,1
mountain,1559083,2041509,mountain,"mountain, Djebel Sabarah, Kossur, Egypt, Africa",108,20,346,2041509,1559083,1559083,1
Vastana,1559084,2041510,Vastana,"Vastana, SKANE, Sweden, Europe",108,20,346,2041510,1559084,1559084,1
Wiserine Tier,1559085,2041511,Wiserine Tier,"Wiserine Tier, Binnental, Switzerland, Europe",108,20,346,2041511,1559085,1559085,1
I-295,1559086,2041512,I-295,"I-295, Cranston, Providence, Rhode Island, USA, North America",108,20,346,2041512,1559086,1559086,1
Brandon,1559087,2041513,Brandon,"Brandon, England, United Kingdom, Europe",108,20,346,2041513,1559087,1559087,1
Upper North Street Quarry,1559088,2041514,Upper North Street Quarry,"Upper North Street Quarry, Paterson, Passaic Mtn., New Jersey, USA, North America",108,20,346,2041514,1559088,1559088,1
Batopilas,1559090,2041516,Batopilas,"Batopilas, Municipio de Batopilas, Chihuahua, Mexico, North America",108,20,346,2041516,1559090,1559090,1
Vevja Quarry,1559091,2041517,Vevja Quarry,"Vevja Quarry, Larvik, Vestfold, Norway, Europe",108,20,346,2041517,1559091,1559091,1
Ringenwechsel,1559092,2041518,Ringenwechsel,"Ringenwechsel, Tyrol test, Austria, Europe",108,20,346,2041518,1559092,1559092,1
Barrow Mine,1559093,2041519,Barrow Mine,"Barrow Mine, Zzap",108,20,346,2041519,1559093,1559093,1
Cuchillo,1559094,2041520,Cuchillo,"Cuchillo, Sierra, New Mexico, USA, North America",108,20,346,2041520,1559094,1559094,1
Willow Creek,1559095,2041521,Willow Creek,"Willow Creek, Cuchillo, Sierra, New Mexico, USA, North America",108,20,346,2041521,1559095,1559095,1
Campiglia,1559096,2041522,Campiglia,"Campiglia, Livorno, Tuscany, Italy, Europe",108,20,346,2041522,1559096,1559096,1
N side of ramp to lowest pit,1559097,2041523,N side of ramp to lowest pit,"N side of ramp to lowest pit, Barton Mine, North Creek, Warren Co., New York, USA, North America",108,20,346,2041523,1559097,1559097,1
Victory Mine,1559098,2041524,Victory Mine,"Victory Mine, Custer Dist., Custer Co., South Dakota, USA, North America",108,20,346,2041524,1559098,1559098,1
Pentonville,1559099,2041525,Pentonville,"Pentonville, Coosa Co., Alabama, USA, North America",108,20,346,2041525,1559099,1559099,1
Williams Prospect,1559100,2041526,Williams Prospect,"Williams Prospect, Pentonville, Coosa Co., Alabama, USA, North America",108,20,346,2041526,1559100,1559100,1
southern Utah,1559101,2041527,southern Utah,"southern Utah, Utah, USA, North America",108,20,346,2041527,1559101,1559101,1
Tachgagalt Mine,1559102,2041528,Tachgagalt Mine,"Tachgagalt Mine, Morocco, Africa",108,20,346,2041528,1559102,1559102,1
Adun Chilon Hills,1559104,2041530,Adun Chilon Hills,"Adun Chilon Hills, Borzya, Chitinskaya Oblast, Russia, Asia",108,20,346,2041530,1559104,1559104,1
30 km W of Borzya,1559105,2041531,30 km W of Borzya,"30 km W of Borzya, Adun Chilon Hills, Borzya, Chitinskaya Oblast, Russia, Asia",108,20,346,2041531,1559105,1559105,1
near Bonn,1559107,2041533,near Bonn,"near Bonn, Siegburg, Germany, Europe",108,20,346,2041533,1559107,1559107,1
New Diggings,1559109,2041535,New Diggings,"New Diggings, Melay - Baker Mine, Lafayette Co., Wisconsin, USA, North America",108,20,346,2041535,1559109,1559109,1
Waltsch,1559110,2041536,Waltsch,"Waltsch, Bohemia, Czech Republic, Europe",108,20,346,2041536,1559110,1559110,1
Old Iron Mine 1/2 mi ENE of South Kent,1559112,2041538,Old Iron Mine 1/2 mi ENE of South Kent,"Old Iron Mine 1/2 mi ENE of South Kent, South Kent, Litchfield Co., Connecticut, USA, North America",108,20,346,2041538,1559112,1559112,1
near Swakopmund,1559113,2041539,near Swakopmund,"near Swakopmund, Swakopmund, Erongo, Namibia, Africa",108,20,346,2041539,1559113,1559113,1
Ice River,1559116,2041542,Ice River,"Ice River, GOLDEN, British Columbia, Canada, North America",108,20,346,2041542,1559116,1559116,1
Wassons Bluff,1559117,2041543,Wassons Bluff,"Wassons Bluff, Parrsboro, Cumberland, Nova Scotia, Canada, North America",108,20,346,2041543,1559117,1559117,1
Virgin Gorda,1559119,2041545,Virgin Gorda,"Virgin Gorda, British Virgin Islands, Caribbean, North America",108,20,346,2041545,1559119,1559119,1
Solfatara Giana,1559120,2041546,Solfatara Giana,"Solfatara Giana, Caltanisetta, Caltanisetta, Sicily, Italy, Europe",108,20,346,2041546,1559120,1559120,1
Iron Mtn. Dist.,1559124,2041550,Iron Mtn. Dist.,"Iron Mtn. Dist., Sierra, Socorro Co., New Mexico, USA, North America",108,20,346,2041550,1559124,1559124,1
"Nw Of Red Cloud Mine, Trigo Mtns.",1559126,2041552,"Nw Of Red Cloud Mine, Trigo Mtns.","Nw Of Red Cloud Mine, Trigo Mtns., Melissa Mine, Silver District, Trigo Mts, La Paz Co., Arizona, USA, North America",108,20,346,2041552,1559126,1559126,1
Ravat,1559127,2041553,Ravat,"Ravat, Tajikistan, Asia",108,20,346,2041553,1559127,1559127,1
Weardale,1559128,2041554,Weardale,"Weardale, Cumbria, England, United Kingdom, Europe",108,20,346,2041554,1559128,1559128,1
Wildkreuzjoch Pfitsch,1559129,2041555,Wildkreuzjoch Pfitsch,"Wildkreuzjoch Pfitsch, Tyrol, Austria, Europe",108,20,346,2041555,1559129,1559129,1
Kawadzu Mine,1559132,2041558,Kawadzu Mine,"Kawadzu Mine, Shizuoka, Japan, Asia",108,20,346,2041558,1559132,1559132,1
near Helena,1559133,2041559,near Helena,"near Helena, Helena, Lewis & Clark Co., Montana, USA, North America",108,20,346,2041559,1559133,1559133,1
"Agno, Romano, Rome",1559134,2041560,"Agno, Romano, Rome","Agno, Romano, Rome, Italy, Europe",108,20,346,2041560,1559134,1559134,1
Tarnowitz,1559135,2041561,Tarnowitz,"Tarnowitz, Silesia, Germany, Europe",108,20,346,2041561,1559135,1559135,1
Grotta d' Oggi,1559136,2041562,Grotta d' Oggi,"Grotta d' Oggi, San Piero In Campo, Elba, Tuscany, Italy, Europe",108,20,346,2041562,1559136,1559136,1
Red Jacket Mine,1559138,2041564,Red Jacket Mine,"Red Jacket Mine, Cornucopia, Baker, Oregon, USA, North America",108,20,346,2041564,1559138,1559138,1
Arendal dist.,1559139,2041565,Arendal dist.,"Arendal dist., Arendal, Aust-Agder, Norway, Europe",108,20,346,2041565,1559139,1559139,1
Antosongombato,1559140,2041566,Antosongombato,"Antosongombato, Sahatany Valley, Antananarivo, Madagascar, Africa",108,20,346,2041566,1559140,1559140,1
Pandulena Hill Quarry #9,1559141,2041567,Pandulena Hill Quarry #9,"Pandulena Hill Quarry #9, Nasik, Maharashtra, India, Asia",108,20,346,2041567,1559141,1559141,1
San Luis Mine (2),1559142,2041568,San Luis Mine (2),"San Luis Mine (2), Fresnillo, Municipio de Fresnillo, Zacatecas, Mexico, North America",108,20,346,2041568,1559142,1559142,1
San Luis shaft,1559143,2041569,San Luis shaft,"San Luis shaft, San Luis Mine (2), Fresnillo, Municipio de Fresnillo, Zacatecas, Mexico, North America",108,20,346,2041569,1559143,1559143,1
Jeffrey Quarry,1559144,2041570,Jeffrey Quarry,"Jeffrey Quarry, Jeffrey, Pulaski Co., Arkansas, USA, North America",108,20,346,2041570,1559144,1559144,1
Pragraten,1559146,2041572,Pragraten,"Pragraten, Upper Austria, Austria, Europe",108,20,346,2041572,1559146,1559146,1
Joe Mine (Joe Shaft),1559147,2041573,Joe Mine (Joe Shaft),"Joe Mine (Joe Shaft), Tombstone District, Tombstone Hills, Cochise Co., Arizona, USA, North America",108,20,346,2041573,1559147,1559147,1
Commercial Mine,1559148,2041574,Commercial Mine,"Commercial Mine, Georgetown, Grant Co., New Mexico, USA, North America",108,20,346,2041574,1559148,1559148,1
Jeffrey Quarry,1559149,2041575,Jeffrey Quarry,"Jeffrey Quarry, Asbestos, Richmond, Quebec, Canada, North America",108,20,346,2041575,1559149,1559149,1
Serifos Island,1559150,2041576,Serifos Island,"Serifos Island, Serifos, Cyclades, Aegean Islands, Greece, Europe",108,20,346,2041576,1559150,1559150,1
St. Johns Quarry,1559151,2041577,St. Johns Quarry,"St. Johns Quarry, Kapunda, South Australia, Australia, Oceana",108,20,346,2041577,1559151,1559151,1
Artigas,1559153,2041579,Artigas,"Artigas, Artigas, Uruguay, South America",108,20,346,2041579,1559153,1559153,1
La Limena Mine,1559154,2041580,La Limena Mine,"La Limena Mine, Artigas, Artigas, Uruguay, South America",108,20,346,2041580,1559154,1559154,1
"Suisho-tage, Kimo-san, Kurobera, Honshu, Japan",1559157,2041583,"Suisho-tage, Kimo-san, Kurobera, Honshu, Japan","Suisho-tage, Kimo-san, Kurobera, Honshu, Japan, Kurobera, Kurobera, Japan, Asia",108,20,346,2041583,1559157,1559157,1
Lucknow,1559158,2041584,Lucknow,"Lucknow, New South Wales, Australia, Oceana",108,20,346,2041584,1559158,1559158,1
Lake Superior,1559160,2041586,Lake Superior,"Lake Superior, Isle Royale, Houghton, Michigan, USA, North America",108,20,346,2041586,1559160,1559160,1
Mina Tomas Del Lur Barrancomitos,1559162,2041588,Mina Tomas Del Lur Barrancomitos,"Mina Tomas Del Lur Barrancomitos, Tomas Del Lur Barrancomitos Mine, Vallenar, Huasco, Atacama, Chile, South America",108,20,346,2041588,1559162,1559162,1
Hoppaido,1559165,2041591,Hoppaido,"Hoppaido, Todoroki Mine, Shiribeshi, Japan, Asia",108,20,346,2041591,1559165,1559165,1
Michigamme,1559166,2041592,Michigamme,"Michigamme, Marquette Co., Michigan, USA, North America",108,20,346,2041592,1559166,1559166,1
Imperial Mine,1559167,2041593,Imperial Mine,"Imperial Mine, Michigamme, Marquette Co., Michigan, USA, North America",108,20,346,2041593,1559167,1559167,1
Katanga District,1559168,2041594,Katanga District,"Katanga District, DRC, Africa",108,20,346,2041594,1559168,1559168,1
Barranca Mine,1559171,2041597,Barranca Mine,"Barranca Mine, Coneto de Comonfort, Municipio de Coneto de Comonfort, Durango, Mexico, North America",108,20,346,2041597,1559171,1559171,1
Kremnica,1559172,2041598,Kremnica,"Kremnica, Stredoslovensky, Slovakia, Europe",108,20,346,2041598,1559172,1559172,1
Montezuma Valley,1559173,2041599,Montezuma Valley,"Montezuma Valley, Ranchita, Volcan Mtns., San Diego Co., California, USA, North America",108,20,346,2041599,1559173,1559173,1
